83994646,"4-Starred Ladybug of Doom",Flip Effect Monster,1
14261867,"8-Claws Scorpion",Effect Monster,1
24140059,"A Cat of Ill Omen",Flip Effect Monster,1
49140998,"A Feather of the Phoenix",Normal Spell,1
68170903,"A Feint Plan",Normal Trap,1
21597117,"A Hero Emerges",Normal Trap,1
295517,"A Legendary Ocean",Field Spell,1
89718302,"Abare Ushioni",Effect Monster,1
18318842,"Abyss Soldier",Effect Monster,1
41356845,"Acid Trap Hole",Normal Trap,1
62325062,"Adhesion Trap Hole",Normal Trap,1
25345186,"After the Struggle",Normal Spell,1
18036057,"Airknight Parshath",Effect Monster,1
29654737,"Amazoness Chain Master",Effect Monster,1
94004268,"Amazoness Swords Woman",Effect Monster,1
10509340,"Ancient Gear Beast",Effect Monster,1
83104731,"Ancient Gear Golem",Effect Monster,1
56094445,"Ancient Gear Soldier",Effect Monster,1
58921041,"Anti-Spell Fragrance",Continuous Trap,1
9156135,"Apprentice Magician",Effect Monster,1
40916023,"Aqua Spirit",Effect Monster,1
49881766,"Archfiend Soldier",Normal Monster,1
50287060,"Archfiend of Gilfer",Effect Monster,1
22796548,"Archfiend's Oath",Continuous Spell,1
980973,"Armed Dragon LV3",Effect Monster,1
46384672,"Armed Dragon LV5",Effect Monster,1
9076207,"Armed Ninja",Flip Effect Monster,1
84430950,"Armed Samurai - Ben Kei",Effect Monster,1
42364374,"Arsenal Bug",Effect Monster,1
85489096,"Arsenal Summoner",Flip Effect Monster,1
37053871,"Astral Barrier",Continuous Trap,1
2134346,"Asura Priest",Spirit Effect Monster,1
71453557,"Autonomous Action Unit",Equip Spell,1
40619825,"Axe of Despair",Equip Spell,1
47453433,"Back to Square One",Normal Spell,1
7165085,"Bait Doll",Normal Spell,1
39892082,"Balloon Lizard",Effect Monster,1
61528025,"Banisher of the Light",Effect Monster,1
10012614,"Banner of Courage",Continuous Spell,1
41925941,"Bark of Dark Ruler",Normal Trap,1
78783370,"Barrel Behind the Door",Counter Trap,1
81480460,"Barrel Dragon",Effect Monster,1
48094997,"Battle Footballer",Normal Monster,1
40133511,"Bazoo the Soul-Eater",Effect Monster,1
20374520,"Begone, Knave!",Continuous Trap,1
22996376,"Behemoth the King of All Animals",Effect Monster,1
39168895,"Berserk Gorilla",Effect Monster,1
61127349,"Big Bang Shot",Equip Spell,1
16768387,"Big Eye",Flip Effect Monster,1
65240384,"Big Shield Gardna",Effect Monster,1
45547649,"Birdface",Effect Monster,1
41426869,"Black Illusion Ritual",Ritual Spell,1
72989439,"Black Luster Soldier - Envoy of the Beginning",Effect Monster,1
65169794,"Black Pendant",Equip Spell,1
38670435,"Black Tyranno",Effect Monster,1
39507162,"Blade Knight",Effect Monster,1
58268433,"Blade Rabbit",Effect Monster,1
28470714,"Bladefly",Effect Monster,1
89041555,"Blast Held by a Tribute",Normal Trap,1
98239899,"Blast with Chain",Normal Trap,1
5464695,"Blazing Inpachi",Normal Monster,1
25551951,"Blowback Dragon",Effect Monster,1
89631139,"Blue-Eyes White Dragon",Normal Monster,1
57409948,"Bombardment Beetle",Flip Effect Monster,1
2204140,"Book of Life",Normal Spell,1
14087893,"Book of Moon",Quick-Play Spell,1
38699854,"Book of Taiyou",Normal Spell,1
76532077,"Bottomless Shifting Sand",Continuous Trap,1
29401950,"Bottomless Trap Hole",Normal Trap,1
52090844,"Bowganian",Effect Monster,1
87910978,"Brain Control",Normal Spell,1
40267580,"Brain Jacker",Flip Effect Monster,1
71413901,"Breaker the Magical Warrior",Effect Monster,1
61622107,"Bubble Crash",Normal Trap,1
78193831,"Buster Blader",Effect Monster,1
69243953,"Butterfly Dagger - Elma",Equip Spell,1
97077563,"Call of the Haunted",Continuous Trap,1
11384280,"Cannon Soldier",Effect Monster,1
72892473,"Card Destruction",Normal Spell,1
57953380,"Card of Safe Return",Continuous Spell,1
42664989,"Card of Sanctity",Normal Spell,1
95841282,"Cat's Ear Tribe",Effect Monster,1
93220472,"Cave Dragon",Effect Monster,1
36468556,"Ceasefire",Normal Trap,1
51394546,"Cemetary Bomb",Normal Trap,1
20228463,"Ceremonial Bell",Effect Monster,1
79323590,"Chain Energy",Continuous Spell,1
4031928,"Change of Heart",Normal Spell,1
72630549,"Chaos Command Magician",Effect Monster,1
82301904,"Chaos Emperor Dragon - Envoy of the End",Effect Monster,1
1434352,"Chaos Necromancer",Effect Monster,1
9596126,"Chaos Sorcerer",Effect Monster,1
47829960,"Chaosrider Gustaph",Effect Monster,1
13179332,"Charcoal Inpachi",Normal Monster,1
16956455,"Chiron the Mage",Effect Monster,1
81380218,"Chorus of Sanctuary",Field Spell,1
79853073,"Cipher Soldier",Effect Monster,1
86801871,"Cobra Jar",Flip Effect Monster,1
65830223,"Coffin Seller",Continuous Trap,1
60682203,"Cold Wave",Normal Spell,1
10375182,"Command Knight",Effect Monster,1
94192409,"Compulsory Evacuation Device",Normal Trap,1
17375316,"Confiscation",Normal Spell,1
69035382,"Contract with the Abyss",Ritual Spell,1
96420087,"Contract with the Dark Master",Ritual Spell,1
74458486,"Covering Fire",Normal Trap,1
93889755,"Crass Clown",Effect Monster,1
31036355,"Creature Swap",Normal Spell,1
14618326,"Crimson Ninja",Flip Effect Monster,1
41398771,"Curse of Aging",Normal Trap,1
66742250,"Curse of Anubis",Normal Trap,1
84970821,"Curse of Darkness",Continuous Trap,1
12470447,"Curse of Fiend",Normal Spell,1
80316585,"Cyber Harpie Lady",Effect Monster,1
34124316,"Cyber Jar",Flip Effect Monster,1
69015963,"Cyber-Stein",Effect Monster,1
70074904,"D.D. Assailant",Effect Monster,1
48148828,"D.D. Crazy Beast",Effect Monster,1
33423043,"D.D. Designator",Normal Spell,1
3773196,"D.D. Scout Plane",Effect Monster,1
48092532,"D.D. Survivor",Effect Monster,1
7572887,"D.D. Warrior Lady",Effect Monster,1
11321183,"Dark Blade",Normal Monster,1
70231910,"Dark Core",Normal Spell,1
65287621,"Dark Driceratops",Effect Monster,1
89111398,"Dark Dust Spirit",Spirit Effect Monster,1
21417692,"Dark Elf",Effect Monster,1
90928333,"Dark Factory of Mass Production",Normal Spell,1
53129443,"Dark Hole",Normal Spell,1
90980792,"Dark Jeroid",Effect Monster,1
46986421,"Dark Magician",Normal Monster,1
40737112,"Dark Magician of Chaos",Effect Monster,1
97642679,"Dark Master - Zorc",Ritual Effect Monster,1
74713516,"Dark Mimic LV1",Flip Effect Monster,1
1102515,"Dark Mimic LV3",Effect Monster,1
20522190,"Dark Mirror Force",Normal Trap,1
31829185,"Dark Necrofear",Effect Monster,1
85562745,"Dark Room of Nightmare",Continuous Spell,1
53982768,"Dark Ruler Ha Des",Effect Monster,1
61587183,"Dark Scorpion - Chick the Yellow",Effect Monster,1
6967870,"Dark Scorpion - Cliff the Trap Remover",Effect Monster,1
47233801,"Dark Snake Syndrome",Continuous Spell,1
57579381,"Darklord Marie",Effect Monster,1
19159413,"De-Spell",Normal Spell,1
69122763,"Deal of Phantom",Normal Trap,1
10209545,"Decayed Commander",Effect Monster,1
35027493,"Deck Devastation Virus",Normal Trap,1
87621407,"Dekoichi the Battlechanted Locomotive",Flip Effect Monster,1
44763025,"Delinquent Duo",Normal Spell,1
39131963,"Des Counterblow",Continuous Trap,1
12965761,"Des Dendle",Union Effect Monster,1
81985784,"Des Feral Imp",Flip Effect Monster,1
78613627,"Des Kangaroo",Effect Monster,1
69579761,"Des Koala",Flip Effect Monster,1
2326738,"Des Lacooda",Effect Monster,1
9637706,"Des Wombat",Effect Monster,1
93747864,"Desert Sunlight",Normal Trap,1
72192100,"Desrook Archfiend",Effect Monster,1
21219755,"Destruction Ring",Normal Trap,1
3549275,"Dice Jar",Flip Effect Monster,1
11961740,"Different Dimension Capsule",Normal Spell,1
56460688,"Different Dimension Gate",Continuous Spell,1
23557835,"Dimension Fusion",Normal Spell,1
62113340,"Divine Dragon Ragnarok",Normal Monster,1
49010598,"Divine Wrath",Counter Trap,1
76922029,"Don Zaloog",Effect Monster,1
44436472,"Double Coston",Effect Monster,1
24096228,"Double Spell",Normal Spell,1
16435215,"Dragged Down into the Grave",Normal Spell,1
66672569,"Dragon Zombie",Normal Monster,1
43250041,"Draining Shield",Normal Trap,1
13215230,"Dream Clown",Effect Monster,1
99050989,"Drillago",Effect Monster,1
55773067,"Drop Off",Normal Trap,1
13532663,"Dummy Golem",Flip Effect Monster,1
60082869,"Dust Tornado",Normal Trap,1
82828051,"Earthquake",Normal Spell,1
60866277,"Earthshaker",Normal Trap,1
97342942,"Ectoplasmer",Continuous Spell,1
69954399,"Ekibyo Drakmord",Equip Spell,1
30314994,"Element Dragon",Effect Monster,1
65260293,"Element Magician",Effect Monster,1
92755808,"Element Saurus",Effect Monster,1
66712593,"Element Soldier",Effect Monster,1
97623219,"Element Valkyrie",Effect Monster,1
28649820,"Embodiment of Apophis",Continuous Trap,1
53046408,"Emergency Provisions",Quick-Play Spell,1
75043725,"Emissary of the Afterlife",Effect Monster,1
98045062,"Enemy Controller",Quick-Play Spell,1
56916805,"Energy Drain",Normal Trap,1
76909279,"Enraged Battle Ox",Effect Monster,1
5556668,"Exchange",Normal Spell,1
74131780,"Exiled Force",Effect Monster,1
21598948,"Fairy Box",Continuous Trap,1
20188127,"Fairy of the Spring",Normal Spell,1
3027001,"Fake Trap",Normal Trap,1
218704,"Fenrir",Effect Monster,1
78706415,"Fiber Jar",Flip Effect Monster,1
52503575,"Final Attack Orders",Continuous Trap,1
95308449,"Final Countdown",Normal Spell,1
18591904,"Final Destiny",Normal Spell,1
64752646,"Fire Princess",Effect Monster,1
66788016,"Fissure",Normal Spell,1
75560629,"Flint",Equip Spell,1
84834865,"Flying Kamakiri #1",Effect Monster,1
97806240,"Forced Ceasefire",Normal Trap,1
88753985,"Fox Fire",Effect Monster,1
16556849,"Freed the Brave Wanderer",Effect Monster,1
49681811,"Freed the Matchless General",Effect Monster,1
38538445,"Fushi No Tori",Spirit Effect Monster,1
51632798,"Fusilier Dragon, the Dual-Mode Beast",Effect Monster,1
49003308,"Gagagigo",Normal Monster,1
56594520,"Gaia Power",Field Spell,1
77491079,"Gale Lizard",Flip Effect Monster,1
37313786,"Gamble",Normal Trap,1
12800777,"Garuda the Wind Spirit",Effect Monster,1
30190809,"Gear Golem the Moving Fortress",Effect Monster,1
423705,"Gearfried the Iron Knight",Effect Monster,1
69140098,"Gemini Elf",Normal Monster,1
24668830,"Germ Infection",Equip Spell,1
13386503,"Ghost Knight of Jackal",Effect Monster,1
73698349,"Giant Orc",Effect Monster,1
97017120,"Giant Rat",Effect Monster,1
13039848,"Giant Soldier of Stone",Normal Monster,1
42703248,"Giant Trunade",Normal Spell,1
43793530,"Giga Gagagigo",Normal Monster,1
47606319,"Gigantes",Effect Monster,1
45894482,"Gilasaurus",Effect Monster,1
78658564,"Goblin Attack Force",Effect Monster,1
67959180,"Goddess of Whim",Effect Monster,1
52323207,"Golem Sentry",Effect Monster,1
52648457,"Gorgon's Eye",Normal Trap,1
79571449,"Graceful Charity",Normal Spell,1
74137509,"Graceful Dice",Quick-Play Spell,1
13944422,"Granadora",Effect Monster,1
60229110,"Granmarg the Rock Monarch",Effect Monster,1
25262697,"Gravekeeper's Assailant",Effect Monster,1
62473983,"Gravekeeper's Chief",Effect Monster,1
37101832,"Gravekeeper's Guard",Flip Effect Monster,1
16762927,"Gravekeeper's Servant",Continuous Spell,1
63695531,"Gravekeeper's Spear Soldier",Effect Monster,1
24317029,"Gravekeeper's Spy",Flip Effect Monster,1
61705417,"Graverobber",Normal Trap,1
85742772,"Gravity Bind",Continuous Trap,1
29618570,"Gray Wing",Effect Monster,1
11813953,"Great Angus",Normal Monster,1
61831093,"Greenkappa",Flip Effect Monster,1
36584821,"Gren Maju Da Eiza",Effect Monster,1
68007326,"Guardian Angel Joan",Effect Monster,1
9633505,"Guardian Kay'est",Effect Monster,1
40659562,"Guardian Sphinx",Effect Monster,1
75209824,"Guardian Statue",Effect Monster,1
47879985,"Guardian of the Throne Room",Normal Monster,1
9817927,"Gyaku-Gire Panda",Effect Monster,1
88789641,"Hallowed Life Barrier",Normal Trap,1
26412047,"Hammer Shot",Normal Spell,1
91932350,"Harpie Lady 1",Effect Monster,1
27927359,"Harpie Lady 2",Effect Monster,1
54415063,"Harpie Lady 3",Effect Monster,1
18144507,"Harpie's Feather Duster",Normal Spell,1
75782277,"Harpies' Hunting Ground",Field Spell,1
21015833,"Hayabusa Knight",Effect Monster,1
19613556,"Heavy Storm",Normal Spell,1
40410110,"Homunculus the Alchemic Being",Effect Monster,1
98069388,"Horn of Heaven",Counter Trap,1
64047146,"Horn of the Unicorn",Equip Spell,1
75830094,"Horus the Black Flame Dragon LV4",Effect Monster,1
11224103,"Horus the Black Flame Dragon LV6",Effect Monster,1
48229808,"Horus the Black Flame Dragon LV8",Effect Monster,1
67629977,"Hoshiningen",Effect Monster,1
93107608,"Howling Insect",Effect Monster,1
46821314,"Humanoid Slime",Normal Monster,1
2671330,"Hyper Hammerhead",Effect Monster,1
21297224,"Hysteric Fairy",Effect Monster,1
61740673,"Imperial Order",Continuous Trap,1
77084837,"Inaba White Rabbit",Spirit Effect Monster,1
19847532,"Infernal Flame Emperor",Effect Monster,1
79575620,"Injection Fairy Lily",Effect Monster,1
35052053,"Insect Knight",Normal Monster,1
36261276,"Interdimensional Matter Transporter",Normal Trap,1
3056267,"Invader of the Throne",Flip Effect Monster,1
73431236,"Iron Blacksmith Kotetsu",Flip Effect Monster,1
21770260,"Jam Breeding Machine",Continuous Spell,1
83968380,"Jar of Greed",Normal Trap,1
77585513,"Jinzo",Effect Monster,1
32809211,"Jinzo #7",Effect Monster,1
94773007,"Jirai Gumo",Effect Monster,1
41855169,"Jowgen the Spiritualist",Effect Monster,1
55256016,"Judgment of Anubis",Counter Trap,1
35059553,"Kaiser Colosseum",Continuous Spell,1
23289281,"Karate Man",Effect Monster,1
54878498,"Kelbek",Effect Monster,1
83986578,"King Tiger Wanghu",Effect Monster,1
4266839,"Kiseitai",Effect Monster,1
40640057,"Kuriboh",Effect Monster,1
88240808,"Kycoo the Ghost Destroyer",Effect Monster,1
66526672,"Labyrinth of Nightmare",Continuous Trap,1
90147755,"Lady Assailant of Flames",Flip Effect Monster,1
82005435,"Lady Ninja Yae",Effect Monster,1
28566710,"Last Turn",Normal Trap,1
85602018,"Last Will",Normal Spell,1
102380,"Lava Golem",Effect Monster,1
25773409,"Legendary Jujitsu Master",Effect Monster,1
16475472,"Lesser Fiend",Effect Monster,1
3136426,"Level Limit - Area B",Continuous Spell,1
25290459,"Level Up!",Normal Spell,1
37721209,"Levia-Dragon - Daedalus",Effect Monster,1
14318794,"Life Absorbing Machine",Continuous Trap,1
69162969,"Lightning Vortex",Normal Spell,1
23171610,"Limiter Removal",Quick-Play Spell,1
68658728,"Little Chimera",Effect Monster,1
90790253,"Little-Winguard",Effect Monster,1
40320754,"Lord Poison",Effect Monster,1
81777047,"Luminous Spark",Field Spell,1
11091375,"Luster Dragon",Normal Monster,1
17658803,"Luster Dragon #2",Normal Monster,1
79182538,"Mad Dog of Darkness",Normal Monster,1
83746708,"Mage Power",Equip Spell,1
62279055,"Magic Cylinder",Normal Trap,1
59344077,"Magic Drain",Counter Trap,1
77414722,"Magic Jammer",Counter Trap,1
81210420,"Magical Hats",Normal Trap,1
8034697,"Magical Marionette",Effect Monster,1
32362575,"Magical Merchant",Flip Effect Monster,1
34206604,"Magical Scientist",Effect Monster,1
31560081,"Magician of Faith",Flip Effect Monster,1
93013676,"Maha Vailo",Effect Monster,1
17214465,"Maiden of the Aqua",Effect Monster,1
21593977,"Makyura the Destructor",Effect Monster,1
99597615,"Malevolent Nuzzler",Equip Spell,1
13626450,"Malice Dispersion",Quick-Play Spell,1
54652250,"Man-Eater Bug",Flip Effect Monster,1
95492061,"Manju of the Ten Thousand Hands",Effect Monster,1
77121851,"Manticore of Darkness",Effect Monster,1
2460565,"Marauding Captain",Effect Monster,1
82432018,"Mask of Brutality",Equip Spell,1
28933734,"Mask of Darkness",Flip Effect Monster,1
29549364,"Mask of Restrict",Continuous Trap,1
57882509,"Mask of Weakness",Normal Trap,1
56948373,"Mask of the Accursed",Equip Spell,1
39191307,"Masked Dragon",Effect Monster,1
10189126,"Masked Sorcerer",Effect Monster,1
22609617,"Mataza the Zapper",Effect Monster,1
2694423,"Medusa Worm",Effect Monster,1
46820049,"Mefist the Infernal General",Effect Monster,1
22046459,"Megamorph",Equip Spell,1
44656491,"Messenger of Peace",Continuous Spell,1
